study_accession	parent_study_accession	tax_id
PRJNA18207	PRJNA28331	105843
PRJNA183959		408170
PRJNA187560		749906
PRJNA19665	PRJNA28331;PRJNA34957	445975
PRJNA196801		408170
PRJNA19923	PRJNA28331;PRJNA34937	451640
PRJNA19927	PRJNA164109;PRJNA28331	451639
PRJNA201066		410661
PRJNA207880		749906
PRJNA209816		646099
PRJNA210945		749906
PRJNA213991		1041057
PRJNA215690		749906
PRJNA217700	PRJNA217699;PRJNA9558	9606
PRJNA219042		749906
PRJNA219721		410661
PRJNA221488	PRJNA12319;PRJNA215102	1403943
PRJNA221489	PRJNA12319;PRJNA215102	1403944
PRJNA221491	PRJNA215102;PRJNA232286	1403945
PRJNA221493	PRJNA160791;PRJNA215102	1403935
PRJNA221494	PRJNA215102;PRJNA43159	1403946
PRJNA221495	PRJNA215102;PRJNA48543	1403947
PRJNA221496	PRJNA160821;PRJNA215102	1403937
PRJNA221497	PRJNA182583;PRJNA215102	1403948
PRJNA221498	PRJNA215102;PRJNA37565	1403949
PRJNA221499	PRJNA164221;PRJNA215102	1403932
PRJNA222223		1202446
PRJNA222270	PRJNA9559	410661
PRJNA226621		749906
PRJNA229388		410661
PRJNA229395		749906
PRJNA234342		749906
PRJNA237375	PRJNA9558	9606
PRJNA237841		506599
PRJNA260105		749906
PRJNA270682		410661
PRJNA273440		749906
PRJNA275923		408170
PRJNA276633		408172
PRJNA276838		1436733
PRJNA276841	PRJNA12319	562
PRJNA280079		749906
PRJNA280402		433724
PRJNA280403		433724
PRJNA280487		749906
PRJNA281300		1510822
PRJNA281590	PRJNA35453	1194971
PRJNA284162		408170
PRJNA284553		506599
PRJNA285210		410661
PRJNA285498		1510822
PRJNA286762		749906
PRJNA287855		506599
PRJNA288519		749906
PRJNA289250		506599
PRJNA289759		410661
PRJNA291000		749906
PRJNA291934		1131769
PRJNA292370		506599
PRJNA292670		408170
PRJNA293003		506599
PRJNA293925		410661
PRJNA294244		749906
PRJNA294443		410661
PRJNA294847		1077527
PRJNA296405		506599
PRJNA296920		408170
PRJNA297825		1202446
PRJNA298117		410661
PRJNA298736		506600
PRJNA298737		506600
PRJNA298957		408170
PRJNA299358		506600
PRJNA299519		506600
PRJNA299524		506600
PRJNA300609		1510822
PRJNA300913		506599
PRJNA300919		506599
PRJNA301384		410661
PRJNA301593		506599
PRJNA301629		749906
PRJNA301719		749906
PRJNA302267		
PRJNA310395		646099
PRJNA310827		496924
PRJNA311107		506599
PRJNA311110		506599
PRJNA311112		506599
PRJNA311499		408170
PRJNA312041		408170
PRJNA314733		749906
PRJNA316187		749906
PRJNA321473	PRJNA188017	45972
PRJNA323693		
PRJNA323938		506599
PRJNA324426		
PRJNA324706		
PRJNA325503		749906
PRJNA326327		1861841
PRJNA326548		410661
PRJNA328905		
PRJNA329419		410661
PRJNA329674		1861841
PRJNA330510		1861841
PRJNA337723		749906
PRJNA338898		749906
PRJNA340352		749906
PRJNA344895		1602388
PRJNA345227		749906
PRJNA348161		1861841
PRJNA348558		1202446
PRJNA351773		1510822
PRJNA353065		408170
PRJNA354973		1861841
PRJNA355218		
PRJNA355909		
PRJNA355952		
PRJNA355954		910258
PRJNA356807		1681198
PRJNA358041		
PRJNA358534		1861841
PRJNA358796		1561972
PRJNA366463		749906
PRJNA366471		749906
PRJNA366527		749906
PRJNA366596		1202446
PRJNA366598		749906
PRJNA366658		749906
PRJNA366681		749906
PRJNA380014		749906
PRJNA380311	PRJNA10718	9823
PRJNA390657		
PRJNA391178		
PRJNA39193		1161942
PRJNA393057		506599
PRJNA393937		
PRJNA405531		1580551
PRJNA408157		
PRJNA408201	PRJNA10718	9825
PRJNA419704	PRJNA10718	9825
PRJNA430016	PRJNA12319	562
PRJNA430161		256318
PRJNA430461		
PRJNA431521		
PRJNA432196		
PRJNA432620	PRJNA9559	10090
PRJNA433020		
PRJNA433248		408170
PRJNA433276		1441287
PRJNA434071		
PRJNA434183		433724
PRJNA444895		1861841
PRJNA444906		1861841
PRJNA444907		1861841
PRJNA445878		
PRJNA447924		
PRJNA447988		496924
PRJNA448003		
PRJNA448803		
PRJNA450914		1861841
PRJNA450995		1561972
PRJNA451033		
PRJNA451087		
PRJNA451161		256318
PRJNA451431		
PRJNA453370		
PRJNA453748		1436733
PRJNA454167		1169740
PRJNA464274	PRJNA80819	95602
PRJNA464388		77133
PRJNA464656		506599
PRJNA464659		506599
PRJNA464667		506599
PRJNA464668		506599
PRJNA464669		506599
PRJNA464670		506599
PRJNA468200		1861841
PRJNA468201		1861841
PRJNA468203		1861841
PRJNA469118		1904483
PRJNA469119		1904483
PRJNA469121		1904483
PRJNA469174		506599
PRJNA469243		506599
PRJNA470604		198431
PRJNA472135	PRJNA9558	9606
PRJNA472181		
PRJNA472379		
PRJNA473180		408170
PRJNA473220		
PRJNA473236		
PRJNA473240		1904483
PRJNA474838		
PRJNA476327		
PRJNA476868		
PRJNA478556		749906
PRJNA478817		1510822
PRJNA479518		1833763
PRJNA479534		
PRJNA479841		
PRJNA479951		
PRJNA486876		
PRJNA487959		408170
PRJNA488243	PRJNA10718	9823
PRJNA489845		
PRJNA502431		1861841
PRJNA502438		1861841
PRJNA504478		1775950
PRJNA504491		
PRJNA504511		
PRJNA504771		
PRJNA505129		410661
PRJNA505198		
PRJNA50563	PRJNA48489;PRJNA74933	646099
PRJNA505695		2489051
PRJNA505900		1510822
PRJNA506539		
PRJNA506862		
PRJNA506942		
PRJNA508879		
PRJNA509675		
PRJNA510149		
PRJNA510423		408170
PRJNA512937		
PRJNA514099	PRJNA9554	7227
PRJNA514183		410661
PRJNA515421		
PRJNA515426		1861841
PRJNA515462		
PRJNA515974		506600
PRJNA517542		256318
PRJNA518731		
PRJNA524212		
PRJNA524816		
PRJNA526033		
PRJNA526056		
PRJNA526409		
PRJNA526430	PRJNA198823	7064
PRJNA527831		
PRJNA529415		646099
PRJNA529518		
PRJNA529962		
PRJNA539639		1904483
PRJNA551508		1510822
PRJNA560232		
PRJNA561014		
PRJNA561083		
PRJNA562055		1861841
PRJNA564480		
PRJNA564891		
PRJNA565330		
PRJNA565845		
PRJNA573044		
PRJNA573692		1833763
PRJNA574194		
PRJNA574251		
PRJNA574839		
PRJNA575097		
PRJNA577387		
PRJNA577388		
PRJNA579005		
PRJNA579863		
PRJNA579996		
PRJNA580293		
PRJNA588243		
PRJNA588430	PRJNA9559	10090
PRJNA588501		749906
PRJNA588658		
PRJNA588661		
PRJNA588662		
PRJNA588664		
PRJNA588677		
PRJNA588679		
PRJNA588691		
PRJNA588693		
PRJNA588966	PRJNA9559	10090
PRJNA588967	PRJNA9559	10090
PRJNA588979		
PRJNA589044		
PRJNA589300	PRJNA9559	10090
PRJNA589913		
PRJNA590003		
PRJNA590016		
PRJNA590096		
PRJNA595102		
PRJNA595405		1861841
PRJNA595441		
PRJNA595748		1861841
PRJNA596041		
PRJNA596585		
PRJNA596586		
PRJNA596852		
PRJNA597697		
PRJNA598878		
PRJNA600115		
PRJNA600999		
PRJNA601867	PRJNA9559	39442
PRJNA602773		1588881
PRJNA602997		
PRJNA603244		
PRJNA611480		
PRJNA611487		
PRJNA612019		
PRJNA612626		749906
PRJNA613851		
PRJNA613858		870726
PRJNA613982		
PRJNA616137		
PRJNA620705		749906
PRJNA620708		749906
PRJNA620710		749906
PRJNA620711		749906
PRJNA620713		749906
PRJNA620715		749906
PRJNA620718		749906
PRJNA620720		749906
PRJNA623634		
PRJNA623680		
PRJNA628657	PRJNA34985	29347
PRJNA628668	PRJNA303895	53442
PRJNA628670		2731209
PRJNA628672	PRJNA164417	2731210
PRJNA628673	PRJNA34993	1512
PRJNA628682		1720313
PRJNA628829		2731214
PRJNA629013		
PRJNA629597		
PRJNA630170		
PRJNA63073	PRJNA63071	408170
PRJNA63075	PRJNA63071	408170
PRJNA63077	PRJNA63071	408170
PRJNA631813		
PRJNA631951		749906
PRJNA631954		
PRJNA632044		
PRJNA632051		
PRJNA632613		646099
PRJNA632716		
PRJNA633161		
PRJNA634245		
PRJNA634466		
PRJNA634694		
PRJNA636089		
PRJNA638998		
PRJNA639398		
PRJNA643824		
PRJNA645076		
PRJNA646238	PRJNA9559	10090
PRJNA646344		1861841
PRJNA646389	PRJNA172784	13068
PRJNA646468		
PRJNA647310		
PRJNA647706		
PRJNA649537		
PRJNA655352		
PRJNA655373	PRJNA493688	2107999
PRJNA656384		
PRJNA656901		
PRJNA658392		1711999
PRJNA659622		
PRJNA659800		
PRJNA669865		410661
PRJNA681938	PRJNA9559	10090
PRJNA681996		
PRJNA682001	PRJNA9559	10090
PRJNA682282		1588881
PRJNA682486		408170
PRJNA682617		
PRJNA682911		
PRJNA690651		
PRJNA690679		
PRJNA690857		
PRJNA691432		
PRJNA691553		
PRJNA692364		
PRJNA692530		
PRJNA693263		
PRJNA693397		1861841
PRJNA693965		1861841
PRJNA695354	PRJNA681948	225757
PRJNA720722		
PRJNA721001		
PRJNA721104		
PRJNA721516		410661
PRJNA721556		
PRJNA722131		
PRJNA722397		
PRJNA722496		
PRJNA722617		
PRJNA722675		
PRJNA72851		749906
PRJNA730010		749906
PRJNA730102		506599
PRJNA731013		
PRJNA732279		
PRJNA732292		
PRJNA732391		
PRJNA733075	PRJNA49685	108931
PRJNA733295		
PRJNA734000	PRJNA12796	3039
PRJNA734489		
PRJNA734699		
PRJNA735639		1436733
PRJNA735706		
PRJNA736625		
PRJNA736804		
PRJNA740016		
PRJNA740044		
PRJNA742262	PRJNA744090	
PRJNA742939		
PRJNA744195		
PRJNA744651		
PRJNA745354	PRJNA170598	7370
PRJNA746094		
PRJNA746253		
PRJNA747110	PRJNA10637	7091
PRJNA749670		410661
PRJNA749919		
PRJNA749928		
PRJNA751792		
PRJNA752006		
PRJNA752437		408170
PRJNA753213		
PRJNA754518		
PRJNA755463		
PRJNA755974		
PRJNA757895	PRJNA10804	9031
PRJNA758208		
PRJNA758380		
PRJNA759100	PRJNA9559	10090
PRJNA759134		
PRJNA759195		
PRJNA761533		
PRJNA761768		
PRJNA762428		
PRJNA764035		
PRJNA764509		
PRJNA764511		
PRJNA766144		
PRJNA766322		
PRJNA766817		
PRJNA766829		
PRJNA767848		
PRJNA767902		
PRJNA768409		
PRJNA774468	PRJNA9559	10090
PRJNA775653		
PRJNA776269		
PRJNA777414		
PRJNA777422		
PRJNA777425	PRJNA168625	9669
PRJNA777915	PRJEB40770	
PRJNA778954		
PRJNA779592		
PRJNA779603	PRJNA10621	10116
PRJNA779617		
PRJNA787128		
PRJNA787213		
PRJNA788303		
PRJNA788431		
PRJNA788462		
PRJNA788528		
PRJNA789101		
PRJNA789199	PRJNA10621	10116
PRJNA789690		
PRJNA800478		408170
PRJNA801352		
PRJNA801755		
PRJNA802995		
PRJNA803387		
PRJNA803597		
PRJNA803937		
PRJNA804195		449393
PRJNA804484		
PRJNA807123		
PRJNA807432		
PRJNA807458		
PRJNA807861		
PRJNA808786		
PRJNA808809		
PRJNA808858		6448
PRJNA809514		
PRJNA809527		
PRJNA812495		
PRJNA812690		
PRJNA813001		
PRJNA813163		
PRJNA814431		410661
PRJNA814489		
PRJNA814893	PRJNA9558	9606
PRJNA815493		
PRJNA815689		1588881
PRJNA816276	PRJNA164221	2926616
PRJNA81747		410661
PRJNA817855		
PRJNA818119		
PRJNA818258		
PRJNA818438		
PRJNA818500		
PRJNA819066		
PRJNA819222		
PRJNA819583		
PRJNA826326		
PRJNA826426		
PRJNA827024		
PRJNA827477		410661
PRJNA828405		
PRJNA828448		506599
PRJNA850272		
PRJNA851010		
PRJNA853950		
PRJNA854687		
PRJNA861165		
PRJNA861403		
PRJNA861449		
PRJNA861913		
PRJNA861981		1861841
PRJNA862278		
PRJNA862629		
PRJNA863317		
PRJNA863476		
PRJNA864613		
PRJNA865924		
PRJNA866670		
PRJNA867013		
PRJNA867028		410661
PRJNA868544		
PRJNA86949	PRJNA237646	749906
PRJNA86955	PRJNA237646	749906
PRJNA86957	PRJNA237646	749906
PRJNA870468	PRJNA744090	
PRJNA870640		
PRJNA871127		2
PRJNA871958		
PRJNA872015	PRJNA10718	9825
PRJNA872108		
PRJNA872116	PRJNA9558	646099
PRJNA872119		
PRJNA872181		
PRJNA872278		
PRJNA872898		
PRJNA873289		
PRJNA874042		
PRJNA874500		
PRJNA874504		408170
PRJNA874512		
PRJNA874518		1861841
PRJNA876396		
PRJNA876767		749906
PRJNA876902		
PRJNA877056		
PRJNA877192		749906
PRJNA877567		
PRJNA877569		
PRJNA879276		
PRJNA880441		
PRJNA880466		
PRJNA880476		
PRJNA880981		
PRJNA882227		
PRJNA882607		
PRJNA882608		
PRJNA882941		
PRJNA884503		
PRJNA884528	PRJNA10621	10116
PRJNA885137		
PRJNA886052		
PRJNA886053		
PRJNA886103		
PRJNA886470		
PRJNA887191		
PRJNA887906		
PRJNA887947		
PRJNA887949		
PRJNA888570		
PRJNA889078		
PRJNA891111		
PRJNA893264		
PRJNA893901		408170
PRJNA894343		
PRJNA894504		
PRJNA894821		408170
PRJNA894951		
PRJNA895588		
PRJNA895744		
PRJNA896123		
PRJNA896336		
PRJNA896901		
PRJNA896917		
PRJNA897818		
PRJNA898107		
PRJNA898338		
PRJNA900311		
PRJNA900676	PRJNA12975	6689
PRJNA900677		
PRJNA904560		
PRJNA904939		
PRJNA905231		410661
PRJNA911186	PRJNA160877	59823
PRJNA911192	PRJNA81049	907
PRJNA911431		749906
PRJNA911853		
PRJNA911911		
PRJNA913094		
PRJNA913298		256318
PRJNA913409		
PRJNA914090		
PRJNA914523		
PRJNA914532		
PRJNA915597		
PRJNA916125		
PRJNA916760		
PRJNA917802		
PRJNA918547		
PRJNA918646		
PRJNA919151		
PRJNA919161		
PRJNA921837		
PRJNA921892		
PRJNA922201		
PRJNA922454		
PRJNA924065		
PRJNA925122		
PRJNA925231		
PRJNA929304		
PRJNA929305		
PRJNA929687		1759406
PRJNA930017		
PRJNA930767		
PRJNA933781		
PRJNA936479		
PRJNA937644		
PRJNA937742		1861841
PRJNA939271		1070537
PRJNA939400	PRJNA12568	9785
PRJNA939950		
PRJNA945427		
PRJNA945841		
PRJNA947193		
PRJNA947211		
PRJNA947216		
PRJNA949423		
PRJNA958610		
PRJNA970030		749906
PRJNA970095		
PRJNA971198		
PRJNA971489	PRJNA9506;PRJNA971483	3702
PRJNA971859		
PRJNA972270		
PRJNA972747		
PRJNA982610		
PRJNA984163		
PRJNA986432		
PRJNA990380		
PRJNA993098	PRJNA9558	9606
PRJNA994083		
PRJNA995432		
PRJNA995926		
PRJNA996742		
PRJNA997952		
PRJNA999028		
PRJEB10289		
PRJEB10296		
PRJEB10408		
PRJEB12371		
PRJEB12795		
PRJEB20233		
PRJEB20259		
PRJEB20757		
PRJEB21294		
PRJEB21357		
PRJEB21508		
PRJEB21668		
PRJEB22049		
PRJEB22196		
PRJEB22366		
PRJEB22938		
PRJEB24116		
PRJEB24355		
PRJEB24523		
PRJEB24564		
PRJEB24885		
PRJEB26642		
PRJEB31260		
PRJEB33102		
PRJEB33123		
PRJEB33594		
PRJEB33634		
PRJEB33639		
PRJEB33888		
PRJEB33963		
PRJEB34004		
PRJEB34324		
PRJEB34333		
PRJEB34567		
PRJEB34580		
PRJEB34610		
PRJEB34720		
PRJEB35429		
PRJEB35919		
PRJEB36102		
PRJEB36583		
PRJEB36707		
PRJEB36779		
PRJEB37133		
PRJEB37459		
PRJEB37776		
PRJEB37837		
PRJEB38158		
PRJEB38325		
PRJEB45815		
PRJEB47185		
PRJEB47496		
PRJEB47702		
PRJEB47736		
PRJEB48646		
PRJEB48735		
PRJEB49146		
PRJEB49147		
PRJEB49256		
PRJEB49259		
PRJEB49316		
PRJEB49560		
PRJEB49679		
PRJEB49793		
PRJEB8036		256318
PRJEB8598		
PRJEB8619		
PRJEB9492		
PRJEB9498		
PRJEB9509		
PRJEB9583		
PRJEB9612		
PRJEB9678		
PRJEB9833		
PRJNA1000256		
PRJNA1003014		
PRJNA1007399		
PRJNA251896	PRJNA12319	562
PRJNA251897	PRJNA12319	562
PRJNA251903	PRJNA12319	562
PRJNA252790		749906
PRJNA252811		910258
PRJNA254039	PRJNA98095	10117
PRJNA254372		749906
PRJNA255175		749906
PRJNA255176		749906
PRJNA263312		408170
PRJNA266104		1348798
PRJNA266283		506599
PRJNA266568		749906
PRJNA266939		1573835
PRJNA266974		408170
PRJNA268249		506599
PRJNA268266		506599
PRJNA278658	PRJNA9559	10090
PRJNA279514	PRJNA29811	1352
PRJNA303184		408170
PRJNA303185		
PRJNA304042		408170
PRJNA304942	PRJNA10708	506599
PRJNA305861		506599
PRJNA306419		408170
PRJNA307073		506599
PRJNA309191		749906
PRJNA317419		410661
PRJNA318856		1311626
PRJNA319957		408170
PRJNA371689		408169
PRJNA373920		1861841
PRJNA382243		749906
PRJNA382300	PRJNA18993	1613
PRJNA383295		1861841
PRJNA383876		1510822
PRJNA384308	PRJNA83713	7109
PRJNA384312	PRJNA83713	7109
PRJNA384484		1202446
PRJNA395474		1510822
PRJNA396259		749906
PRJNA396478	PRJNA158019	8469
PRJNA396991		506599
PRJNA397598		
PRJNA398716		2
PRJNA398791		
PRJNA399045		
PRJNA399746	PRJNA13433	1598
PRJNA40785	PRJNA208479	506600
PRJNA413959	PRJNA12818	9986
PRJNA420815		
PRJNA420949		
PRJNA422802		1234904
PRJNA423190		
PRJNA435781		1789662
PRJNA435784		1789662
PRJNA435817		1789662
PRJNA436202	PRJNA9558	9606
PRJNA437346		
PRJNA448446		
PRJNA449116		
PRJNA449772	PRJNA10621	10116
PRJNA449785	PRJNA233417	43700
PRJNA449865	PRJNA21073	573
PRJNA490233		
PRJNA490621		
PRJNA490764	PRJNA9559	10090
PRJNA530367		
PRJNA540088		749906
PRJNA541101		1861841
PRJNA541110		749906
PRJNA541215		1861841
PRJNA541290		1561972
PRJNA541295		1561972
PRJNA541841		749906
PRJNA541856		
PRJNA542013		
PRJNA542767		1588881
PRJNA543713		506600
PRJNA544286	PRJNA12319	562
PRJNA544392		
PRJNA544469		
PRJNA544992		410661
PRJNA545794	PRJNA531911	
PRJNA545861		
PRJNA552655		
PRJNA553003		
PRJNA553004		
PRJNA553594		9606
PRJNA553595	PRJNA553594;PRJNA9558	9606
PRJNA554670		1311626
PRJNA554805	PRJNA29811	
PRJNA555466		
PRJNA555499		
PRJNA555551		
PRJNA556864		
PRJNA557075		410661
PRJNA557568		
PRJNA557572		
PRJNA558378		
PRJNA558520		
PRJNA558911		
PRJNA606333	PRJNA18223	1680
PRJNA607272	PRJNA12319	562
PRJNA608418		
PRJNA608419		
PRJNA608422		
PRJNA608424		
PRJNA608426		
PRJNA608429		
PRJNA609248		
PRJNA661674		
PRJNA662014		
PRJNA662670		
PRJNA663244		410661
PRJNA663246		2294034
PRJNA671541		
PRJNA671573		
PRJNA673198		
PRJNA673285		410661
PRJNA673756		256318
PRJNA673981		
PRJNA674513		1202446
PRJNA675416		
PRJNA676174		
PRJNA677846		
PRJNA684471	PRJNA13083	1402
PRJNA685265		
PRJNA685551		
PRJNA685827	PRJNA9558	9606
PRJNA687291		
PRJNA687604		
PRJNA688822		
PRJNA689245		
PRJNA699302		1861841
PRJNA699317		
PRJNA699443		
PRJNA699621		
PRJNA699997		
PRJNA700126		
PRJNA701230		
PRJNA701315		
PRJNA701402		408170
PRJNA701408		410661
PRJNA701689		
PRJNA712219		506599
PRJNA712883		506599
PRJNA713358		
PRJNA713997		
PRJNA714542		
PRJNA714547		
PRJNA715860	PRJNA207205	1981025
PRJNA715931	PRJNA9559	10090
PRJNA725017		
PRJNA725099		410661
PRJNA725334		
PRJNA725509		
PRJNA725902		
PRJNA726190		
PRJNA726338		
PRJNA726749		
PRJNA726954		1944633
PRJNA727212		
PRJNA727446		
PRJNA728531		
PRJNA728963		
PRJNA737559		
PRJNA738460	PRJNA9559	10090
PRJNA739065		
PRJNA739827	PRJNA361172	37173
PRJNA780101		
PRJNA780326		
PRJNA780380		1861841
PRJNA790675		
PRJNA792032		
PRJNA792672		
PRJNA794207		
PRJNA794787		
PRJNA794822		
PRJNA830492		
PRJNA831321		1588881
PRJNA831355		
PRJNA831851		
PRJNA833235		
PRJNA833393		408170
PRJNA833970		
PRJNA834799		
PRJNA842101		
PRJNA842526		1202446
PRJNA843071		1616037
PRJNA843530		
PRJNA843912		
PRJNA844176		
PRJNA846923		
PRJNA847877		
PRJNA848248		
PRJNA855330		
PRJNA858406		
PRJNA858583		
PRJNA859293	PRJNA12975	6689
PRJNA859812		
PRJNA869894		
PRJNA909044		
PRJNA909964		
PRJNA950095		1861841
PRJNA950991	PRJNA10726	9615
PRJNA951899		
PRJNA960693	PRJNA73299	27706
PRJNA961296		
PRJNA961312		
PRJNA963975		
PRJNA974247		
PRJNA974341		
PRJNA974464		
PRJNA975129		718308
PRJNA975335		
PRJNA975618	PRJNA10621	10116
PRJNA975664		
PRJNA975721		
PRJNA976638		
PRJNA977239		
PRJNA979956		
PRJNA988914		
PRJNA988935		
PRJNA989272		410661
PRJNA989757		
PRJEB37695		
PRJNA308064		1202446
PRJNA309478		408170
PRJNA411981		
PRJNA543736		
PRJNA723462	PRJNA9558	9606
PRJNA832754		
PRJNA848371		
PRJEB10076		
PRJEB10815		
PRJEB10921		
PRJEB12551		
PRJEB12898		
PRJEB20062		
PRJEB20486		
PRJEB20607		
PRJEB20611		
PRJEB20612		
PRJEB20796		
PRJEB20938		
PRJEB21904		
PRJEB21945		
PRJEB22030		
PRJEB22267		
PRJEB22283		
PRJEB22360		
PRJEB23164		
PRJEB23944		
PRJEB24365		
PRJEB26281		
PRJEB33079		
PRJEB33101		
PRJEB33483		
PRJEB34055		
PRJEB34273		
PRJEB34394		
PRJEB34416		
PRJEB34448		
PRJEB34699		
PRJEB35161		
PRJEB36515		
PRJEB36635		
PRJEB37127		
PRJEB37142		
PRJEB37482		
PRJEB38174	PRJEB53627	
PRJEB38277		
PRJEB38287		
PRJEB38319		
PRJEB38414		
PRJEB45531		
PRJEB45557		
PRJEB45733		
PRJEB45874		
PRJEB45904		
PRJEB47245		
PRJEB47294		
PRJEB47458		
PRJEB47719		
PRJEB48232		
PRJEB48318		
PRJEB48324		
PRJEB48382		
PRJEB48405		
PRJEB48513		
PRJEB48644		
PRJEB48645		
PRJEB48647		
PRJEB48828		
PRJEB48904		
PRJEB48942		
PRJEB48983		
PRJEB49215		
PRJEB49799		
PRJEB5873		
PRJEB7539	PRJNA345519	1522311
PRJEB7716		1522310
PRJEB7876	PRJNA160853	1591
PRJEB8581		
PRJEB8801		
PRJEB8803		
PRJEB8934		
PRJEB8941		
PRJEB9059		
PRJEB9311		
PRJEB9344		
PRJEB9829		
PRJNA1000261		
PRJNA1000270		
PRJNA1000308		
PRJNA1001121		
PRJNA1001135		506599
PRJNA1001608	PRJNA36921	29486
PRJNA1003012	PRJNA10718	9825
PRJNA1003138	PRJNA9559	947985
PRJNA1003433		
PRJNA1003863		
PRJNA241129		408170
PRJNA241264		749906
PRJNA251898	PRJNA12319	562
PRJNA251901	PRJNA12319	562
PRJNA251902	PRJNA12319	562
PRJNA251955		1202446
PRJNA252036		749906
PRJNA252885		1436733
PRJNA253000		410661
PRJNA253078		749906
PRJNA253989		749906
PRJNA255531		408170
PRJNA255688		506599
PRJNA263141		506599
PRJNA263218		506599
PRJNA263495		506600
PRJNA263741		749906
PRJNA263862		749906
PRJNA264134	PRJNA10621	1436733
PRJNA264234		408170
PRJNA268158	PRJNA9548	6239
PRJNA269498		749906
PRJNA269561		408170
PRJNA277545		1202446
PRJNA277575		749906
PRJNA277986		1602388
PRJNA277992		1436733
PRJNA278793		408170
PRJNA278926		749906
PRJNA279113		749906
PRJNA279115		1202446
PRJNA279521	PRJNA29811	1352
PRJNA279523	PRJNA29811	1352
PRJNA302152		1202446
PRJNA303104		749906
PRJNA303105		749906
PRJNA303110		506599
PRJNA304462		749906
PRJNA305094	PRJNA9558	408170
PRJNA305628	PRJNA35255	1590
PRJNA305835		408170
PRJNA306036		433724
PRJNA306395		
PRJNA306816		410661
PRJNA308430		749906
PRJNA309245		506599
PRJNA309700		749906
PRJNA31415	PRJNA20875;PRJNA28331	553209
PRJNA31457	PRJNA20875;PRJNA28331	491075
PRJNA31459	PRJNA20875;PRJNA28331	525271
PRJNA317435		408170
PRJNA317537		749906
PRJNA317988		749906
PRJNA318000		77133
PRJNA318319		506599
PRJNA319280		749906
PRJNA319386		410661
PRJNA319387		749906
PRJNA319389		749906
PRJNA319412		
PRJNA319907		749906
PRJNA371719		
PRJNA381801	PRJNA10728	7668
PRJNA381851		749906
PRJNA381891	PRJNA279215	302047
PRJNA382757		749906
PRJNA383292		1510822
PRJNA383382	PRJNA9548	6239
PRJNA383880		1510822
PRJNA384485		9606
PRJNA384486	PRJNA384485;PRJNA9558	9606
PRJNA385228		
PRJNA386327		646099
PRJNA386396		506599
PRJNA386413		1510822
PRJNA386502		408170
PRJNA386516		
PRJNA395135		
PRJNA395607		1861841
PRJNA395744		
PRJNA395839		
PRJNA397763		496923
PRJNA398474		
PRJNA398713		
PRJNA40053		506599
PRJNA40295		433724
PRJNA40783	PRJNA208479	506600
PRJNA410283		506599
PRJNA411759		
PRJNA411795		749906
PRJNA412139		939928
PRJNA420011		
PRJNA420116	PRJNA83919	354439
PRJNA42103		1604
PRJNA421395		9606
PRJNA422617	PRJNA10718	9823
PRJNA423150		1441287
PRJNA423292		
PRJNA427446		1861841
PRJNA427612		1510822
PRJNA435905		1510822
PRJNA436130		
PRJNA436628		506600
PRJNA436893		
PRJNA437003		
PRJNA437194		
PRJNA438409		
PRJNA438647		
PRJNA438833		
PRJNA438845		749906
PRJNA438925	PRJNA9559	10090
PRJNA448440		
PRJNA448492		
PRJNA449224	PRJNA53865	10042
PRJNA449243	PRJNA9558	9606
PRJNA449488	PRJNA108707	60711
PRJNA449833		
PRJNA490586	PRJNA9559	10090
PRJNA491784		410661
PRJNA530920		1510822
PRJNA540262		
PRJNA541098		1436733
PRJNA541221		1861841
PRJNA541446		1904483
PRJNA541776		
PRJNA542043		410658
PRJNA542479		
PRJNA542554		749906
PRJNA542582		
PRJNA542672		
PRJNA542861		
PRJNA543007		
PRJNA543159	PRJNA98095	10117
PRJNA543390		749906
PRJNA543523		256318
PRJNA544320		410661
PRJNA544346		1861841
PRJNA544463		
PRJNA544903		
PRJNA544945		
PRJNA552122		749906
PRJNA552605		
PRJNA552718	PRJNA164137	29523
PRJNA552763		
PRJNA552782		
PRJNA553157		
PRJNA553184		
PRJNA553993		
PRJNA555120		
PRJNA555393		
PRJNA555638		
PRJNA555838		
PRJNA556617		496924
PRJNA556787	PRJNA179324	59916
PRJNA556846		
PRJNA558358		
PRJNA558567		
PRJNA567920		
PRJNA605349		
PRJNA605460		
PRJNA605475		
PRJNA605680		
PRJNA606331	PRJNA160807	41200
PRJNA606946		
PRJNA606973		
PRJNA607006		
PRJNA607160		
PRJNA607283		
PRJNA607338		410661
PRJNA607946		410661
PRJNA608238		1861841
PRJNA608416		
PRJNA608436		
PRJNA608666		1602388
PRJNA609398		
PRJNA661100	PRJNA661099;PRJNA9558	9606
PRJNA661172		
PRJNA661623		506600
PRJNA661679		
PRJNA662196		
PRJNA662976		
PRJNA670171	PRJNA10708	9913
PRJNA670302		
PRJNA670329		
PRJNA670376		
PRJNA670576		
PRJNA670603	PRJNA9555	44477
PRJNA671564		
PRJNA672239		
PRJNA672796		
PRJNA673286		
PRJNA673326		
PRJNA673654		1861841
PRJNA673854		506599
PRJNA673878		
PRJNA674707		1861841
PRJNA674764		
PRJNA674773		
PRJNA675110	PRJEB40770	
PRJNA675369		
PRJNA675375		
PRJNA675376		
PRJNA675726		
PRJNA684445		
PRJNA684689		
PRJNA684767		
PRJNA685021		
PRJNA685339		
